Adv Name,Industry,Campaign Name,Total Impressions,Total Clicks,Total Revenue,Month
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,162591726,44884,269304,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,65705744,19161,114966,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,51905835,13741,82446,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,23357567,5781,34686,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,10541427,38350,230100,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,2799932,14098,84588,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,683591,3312,19872,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,76478,463,2778,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,62694,487,2804,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,32096,130,748,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,28466,68,391,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,9237947,2994,17236,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,38297,94,541,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,34000380,127965,736679,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,48975392,115297,663751,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,16228934,21341,122858,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,5342087,8360,48128,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,3180017,4763,27420,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,1150850,2927,16850,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,0,0,0,May'22
Ludo_Gold,Gaming,OF-14824_Ludo Gold_ROS_CPC6,0,1,0,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,14463442,59145,940124,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,280881,951,18257,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,2806829,16617,182444,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,21271,92,1383,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,8158,39,530,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,13,0,1,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,16904707,16091,1098806,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,175171,278,11386,May'22
Ludo_Gold,Gaming,OF-14826_Ludo Gold_HomeBTF_CPM65,187813,255,12208,May'22
Magic Rummy,Gaming,OF-14644_Magic Rummy_PostTxn_CPC6,16545202,62015,342462,May'22
Magic Rummy,Gaming,OF-14644_Magic Rummy_PostTxn_CPC6,4112340,21749,120103,May'22
Magic Rummy,Gaming,OF-14644_Magic Rummy_PostTxn_CPC6,760331,4913,27131,May'22
Magic Rummy,Gaming,OF-14644_Magic Rummy_PostTxn_CPC6,217701,1522,8405,May'22
Magic Rummy,Gaming,OF-14644_Magic Rummy_PostTxn_CPC6,35559,344,1900,May'22
Magic Rummy,Gaming,OF-14644_Magic Rummy_PostTxn_CPC6,0,0,0,May'22
Meesho,e-Commerce,OF-14842_Meesho_Home Page Masthead,198276027,556942,2520000,May'22
Onescore,BFSI,OF-15044_Onescore_HomeBTF/Rewards/Investments_CPC,442902,3174,15870,May'22
Onescore,BFSI,OF-15044_Onescore_HomeBTF/Rewards/Investments_CPC,554073,4630,23150,May'22
Onescore,BFSI,OF-15044_Onescore_HomeBTF/Rewards/Investments_CPC,465261,3934,19670,May'22
Onescore,BFSI,OF-15044_Onescore_HomeBTF/Rewards/Investments_CPC,371694,3212,16060,May'22
Onescore,BFSI,OF-15044_Onescore_HomeBTF/Rewards/Investments_CPC,74680,902,4510,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,65,1,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,1,1,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,6,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,11,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,12,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,20,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,23,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,13,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,11,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,1,0,0,May'22
Angel Broking,BFSI,OF-14542_Angle Broking_CBC_CB,1,0,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,90,2,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,9456,94,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,2034,2,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,1564,4,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,2296,0,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,62,0,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,103,0,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,91,0,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,44,0,0,May'22
Bajaj,BFSI,OF-14537_Bajaj Finserv_HomeBTFMMBTF,56,0,0,May'22
Bajaj,BFSI,OF-14652_Bajaj Insta EMI_Reward,18,1,0,May'22
Bajaj,BFSI,OF-14652_Bajaj Insta EMI_Reward,7,0,0,May'22
Bajaj,BFSI,OF-14652_Bajaj Insta EMI_Reward,30,0,0,May'22
Bajaj,BFSI,OF-14652_Bajaj Insta EMI_Reward,22,0,0,May'22
Bajaj,BFSI,OF-14652_Bajaj Insta EMI_Reward,16,0,0,May'22
Bajaj,BFSI,OF-14652_Bajaj Insta EMI_Reward,17,0,0,May'22
Bajaj,BFSI,OF-14652_Bajaj Insta EMI_Reward,11,0,0,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,20403474,109428,589516,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,4649535,29236,134339,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,2200148,15282,63569,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,2290598,18866,66182,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,2476481,18826,71553,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,26225904,128300,757743,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,8365256,50101,241697,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,3249330,21125,93883,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,993303,5564,28699,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,1580318,10582,45660,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,196529,1213,5678,May'22
Citibank,BFSI,OF-14891_Citibank_HomeBTFRewardsMMBTF_CPM30,51244,202,1481,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,117402370,160126,196433,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,108270749,53948,66180,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,8218478,2356,2890,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,17061837,5111,6270,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,68860154,472231,579304,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,31250261,235425,288805,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,8503741,58460,71715,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,1951742,18016,22101,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,82819711,180743,221724,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,25816471,74550,91453,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,7777391,21345,26185,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,3729007,11264,13818,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,1751697,504,618,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,252203,115,141,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,529327,5239,6427,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,1003599,3821,4687,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,137163,776,952,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,0,2,2,May'22
Citibank,BFSI,OF-14892_Citibank_PT/CB/CBC_CPC2,16463,239,293,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,726,15,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,157,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,36,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,8,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,10,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,168,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,10,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,4,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,2,0,0,May'22
Edelweiss,BFSI,OF-14129_Edelweiss_CBCBC,1,0,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,30,1,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,22,5,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,28,4,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,0,38,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,0,12,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,0,8,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,1,4,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,3,1,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,29,0,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,24,0,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,35,0,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,12,0,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,2,0,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,3,0,0,May'22
Epifi,BFSI,OF-14460_Epifi_CBCBCPTxn,1,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,272,1,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,147,3,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,186,3,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,9588,5,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,74,2,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,150,1,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,298,2,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,326,1,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,252,1,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,98,1,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,118,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,809,4,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,49,2,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,10391,188,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,2442,2,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,964,1,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,183,1,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,216,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,403,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,321,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,51,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,35,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,38,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,34,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,16,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,17,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,355,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,76,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,104,0,0,May'22
IDFC_First,BFSI,OF-14390_Sokrati - IDFC Savings_RewardsCBCBC,3,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,15,3,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,142,2,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,116,2,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,282,1,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,597,1,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,283,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,230,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,40,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,36,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,110,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,77,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,655,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,396,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,170,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,21,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,160,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,16,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,6,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,4,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,5,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,8,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,3,0,0,May'22
IDFC_First,BFSI,OF-14391_Sokrati - IDFC CC_HomeBTFRewardsCBC,2,0,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,1020,9,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,21918,286,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,41388,461,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,41911,638,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,39257,443,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,946,2,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,7978,19,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,138,0,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,2133,5,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,702,2,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,202,2,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,30,0,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,3,0,0,May'22
INDMoney,BFSI,OF-14617_INDmoney_HomeBTFRewardsMMBTF,2,0,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,465,1,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,547,1,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,580,8,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,393,5,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,329,2,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,402,3,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,812,2,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,1445,9,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,25,1,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,125,0,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,71,0,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,51,0,0,May'22
Isobar- IndusInd,BFSI,OF-14458_MMBTF_Rewards_Slot4,34,0,0,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,39830591,34398,60554,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,27055832,8471,14912,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,3738570,1248,2197,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,1670544,583,1026,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,399562,172,303,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,141586,88,155,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,14818586,14709,25894,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,8411581,16671,29348,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,2513109,5218,9186,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,1125430,2722,4792,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,199071,706,1243,May'22
Isobar- IndusInd,BFSI,OF-14908_Isobar-IndusInd CC_CBCBC,34067,222,391,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,1486319,8020,40100,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,1009201,7071,35355,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,256004,594,2970,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,199897,825,4125,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,243240,1209,6045,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,129580,316,1580,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,229925,1561,7805,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,331444,2643,13215,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,833366,6741,33705,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,631115,6049,30245,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,405426,1756,8780,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,411633,3772,18860,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,169263,1027,5135,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,361086,1689,8445,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,683274,2316,11580,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,279380,2199,10995,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,277177,2266,11330,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,240801,1344,6720,May'22
Isobar- IndusInd,BFSI,OF-14909_Isobar-IndusInd CC_HomeBTF/Rewards/Investments,122603,1118,5590,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,262332,12539,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,79798,646,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,48639,333,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,14217,44,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,2846,7,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,655,22,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,4162,452,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,163,106,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,26,8,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,334,68,0,May'22
Jupiter,BFSI,OF-14414_Jupiter_1.5CPCBanner_April'22_CBCBC,9,0,0,May'22
Jupiter,BFSI,OF-14581_Jupiter_CPM25Banner_April'22_HomeBTF,22350,359,0,May'22
Jupiter,BFSI,OF-14581_Jupiter_CPM25Banner_April'22_HomeBTF,2297,203,0,May'22
Jupiter,BFSI,OF-14581_Jupiter_CPM25Banner_April'22_HomeBTF,5078,409,0,May'22
Jupiter,BFSI,OF-14581_Jupiter_CPM25Banner_April'22_HomeBTF,1727,256,0,May'22
Jupiter,BFSI,OF-14581_Jupiter_CPM25Banner_April'22_HomeBTF,482,118,0,May'22
Jupiter,BFSI,OF-14581_Jupiter_CPM25Banner_April'22_HomeBTF,33,2,0,May'22
Kotak 811,BFSI,OF-15232_Kotak811_HomemastHead_CPD,59,0,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,2388,12,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,1173,13,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,2692,39,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,2314,33,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,1543,38,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,792,12,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,31979,19,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,4604,3,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,4142,12,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,2614,4,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,929,2,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,306,1,0,May'22
Mudrex,BFSI,OF-14573_Mudrex_HomeBTFReward,85,0,0,May'22
Mudrex,BFSI,OF-14574_Mudrex_CBC,16253,17,0,May'22
Mudrex,BFSI,OF-14574_Mudrex_CBC,5177,34,0,May'22
Mudrex,BFSI,OF-14574_Mudrex_CBC,651,6,0,May'22
Mudrex,BFSI,OF-14574_Mudrex_CBC,588,11,0,May'22
Mudrex,BFSI,OF-14574_Mudrex_CBC,55,0,0,May'22
Mudrex,BFSI,OF-14574_Mudrex_CBC,7,0,0,May'22
Mudrex,BFSI,OF-14932_Mudrex_HomeBTFReward_CPC4,772680,1826,7304,May'22
Mudrex,BFSI,OF-14932_Mudrex_HomeBTFReward_CPC4,1110314,3860,15440,May'22
Mudrex,BFSI,OF-14932_Mudrex_HomeBTFReward_CPC4,1222353,4332,17328,May'22
